scientific_name,author,gbif_id,plantnet_id,powo_id,iucn_category,common_names
Casuarina equisetifolia,L.,2891930,1383149,null,LC,Beach sheoak; Australian beefwood; Australian-pine; Beefwoodtree; Horsetail she-oak; Horsetailtree; Whistling-pine; Whistlingtree; Beach casuarina; Beach she-oak; Beach-oak; Coast she-oak; Coastal she-oak; Ironwood; Australian pine tree; Casuarine; She-oak; Common ironwood; Horsetail casuarina; South Sea ironwood; Beefwood; Casuarina; Horse-tail beefwood; Bull oak; Common ru; Horse-tail tree; Australian oak; Beach sea-oak; Austrlian beefwood; Causarina; Agoho pine; సరుగుడు
Cathedra acuminata,(Benth.) Miers,8137356,1406182,null,LC,
Catostemma albuquerquei,Paula,4073148,1593219,null,EN,
Catostemma cavalcantei,Paula,4073121,1593221,null,LC,
Catostemma milanezii,Paula,4073982,1593229,null,LC,
Catostemma sclerophyllum,Ducke,4073953,1593231,null,LC,
Cecropia concolor,Willd.,7316398,1694546,null,LC,
Cecropia distachya,Huber,4013607,1406009,null,LC,
Cecropia ficifolia,Warb. ex Snethl.,4013542,1694551,null,LC,
Cecropia latiloba,Miq.,4013210,1400958,null,LC,
Cecropia membranacea,Trécul,4013609,1694569,null,LC,
Cecropia obtusa,Trécul,4013449,1400963,null,LC,
Cecropia pachystachya,Trécul,4013385,1694574,null,LC,Ambay Pumpwood; Cecropia
Cecropia palmata,Willd.,4013360,1384120,null,LC,Snakewoodtree; Trumpet tree; Embauba; Yaruma
Cecropia purpurascens,C.C.Berg,7718049,1694578,null,LC,
Cecropia sciadophylla,Mart.,7316424,1400978,null,LC,
Cecropia ulei,Snethl.,4013179,1694589,null,LC,
Cedrela fissilis,Vell.,7107974,1600531,null,VU,Argentine cedar; Cedro; Cedar; Acajou wood
Cedrela odorata,L.,3190511,1365961,null,VU,Cigar-box-cedar; West Indian-cedar; Barbados-cedar; Spanish-cedar; Mexican-cedar; Cedar; Cigar-box wood; Red Cedar; Bastard cedar; False cedar; Cigar-box cedrela; Ceder; Cedro Hembra; Spanish-Ceda; Cigar box cedar; Zwamp ceder; Cederwood
Cedrelinga cateniformis,(Ducke) Ducke,2976174,1403795,null,LC,Wyra Caspi; Huaira Caspi
Ceiba pentandra,(L.) Gaertn.,5406697,1388740,null,LC,White silk-cotton tree; Kapok; White silk cottontree; Kapoktree; Silk cottontree; Silk Cotton Tree; Giant kapok; God's tree; Cotton Tree; Devil's Tree; Fromager; Jumbie tree; P.W.D. Tree; Silk; White cotton tree; Cotton; Cotton silk tree; తెల్ల బూరుగ; White kapok; Money Tree
Ceiba speciosa,"(A.St.-Hil., A.Juss. & Cambess.) Ravenna",8688929,1390214,null,LC,Silk Floss Tree; Floss-silktree; Floss-silk tree; Chorisia; False Kapok; Brazilian Ceiba; Great Silk Floss Tree
Cenostigma macrophyllum,Tul.,2947119,1574613,null,LC,
Cenostigma tocantinum,Ducke,2947120,1418912,null,LC,
Centrolobium paraense,Tul.,2945579,1368897,null,NT,Colorado
Cespedesia spathulata,(Ruiz & Pav.) Planch.,3695801,1608472,null,LC,
Chamaecrista negrensis,(H.S.Irwin) H.S.Irwin & Barneby,2949564,1574898,null,LC,
Chaunochiton kappleri,(Sagot ex Engl.) Ducke,3686060,1402605,null,LC,
Chaunochiton loranthoides,Benth.,3686055,1608907,null,LC,
Cheiloclinium cognatum,(Miers) A.C.Sm.,3790743,1401840,null,LC,
Cheiloclinium obtusum,A.C.Sm.,3794516,1400307,null,LC,
Chimarrhis barbata,(Ducke) Bremek.,2918973,1671473,null,LC,
Chimarrhis duckeana,Delprete,2918963,1671476,null,LC,
Chimarrhis turbinata,DC.,2918967,1403252,null,LC,
Chomelia malaneoides,Müll.Arg.,5337281,1407057,null,,
Chomelia pohliana,Müll.Arg.,5337365,1671555,null,LC,
Chomelia tenuiflora,Benth.,5337295,1403258,null,LC,
Chromolucuma rubriflora,Ducke,2883685,1405525,null,LR/lc,
Chrysobalanus icaco,L.,2985082,1400996,null,LC,Coco plum; Hog plum; Icaco Coco-Plum; Coco Plant; Icaco; Coco; Cocoa Plant; Cocoa Plum; Abajeru; Paradise plum; Fat Pork; Kokoplum; Ekaks
Chrysophyllum amazonicum,T.D.Penn.,2885635,1405628,null,LC,
Chrysophyllum argenteum,Jacq.,2885742,1403478,null,LC,Smooth star apple; Bastard-Redwood; Basterd Red Wood; Bris; Bwi mawon; Callimato tree; Milky iron; Wild star apple
Chrysophyllum colombianum,(Aubrév.) T.D.Penn.,2885901,1686643,null,LC,
Chrysophyllum cuneifolium,(Rudge) A.DC.,2885711,1403480,null,LC,
Chrysophyllum durifructum,(W.A.Rodrigues) T.D.Penn.,2885717,1400824,null,EN,
Chrysophyllum eximium,Ducke,2885733,1406149,null,,
Chrysophyllum gonocarpum,(Mart. & Eichler) Engl.,2885694,1730059,null,LC,
Chrysophyllum lucentifolium,Cronquist,2885688,1403481,null,LC,
Chrysophyllum manaosense,(Aubrév.) T.D.Penn.,2885648,1686658,null,LC,
Chrysophyllum pomiferum,(Eyma) T.D.Penn.,2885722,1403482,null,LC,
Chrysophyllum prieurii,A.DC.,2885616,1403483,null,LC,
Chrysophyllum sanguinolentum,(Pierre) Baehni,2885779,1403484,null,LC,
Chrysophyllum sparsiflorum,Klotzsch ex Miq.,2885602,1404986,null,LC,
Chrysophyllum ucuquirana-branca,(Aubrév. & Pellegr.) T.D.Penn.,2885946,1686683,null,,
Chrysophyllum venezuelanense,(Pierre) T.D.Penn.,2885671,1405551,null,LC,
Chrysophyllum wilsonii,T.D.Penn.,2885626,1686686,null,EN,
Cinnamomum verum,J.Presl,3033987,1404903,null,VU,Ceylon Cinnamon; Cinnamon; Sri Lanka Cinnamon; True Cinnamon; True cinnamon tree; Ceylon cinnamon tree; Cinnamon bark tree; दालचीनी (Daalchini); దాల్చిన
Cissampelos andromorpha,DC.,3830581,1600951,null,,
Citrus × aurantium,L.,8077391,1403435,null,,Sour orange; Bitter orange; Seville orange; Bigarade; King-orange; Citrus x limonia; نارنج; Orange; Kitchen Orange; Hybrid Citrus; Marmalade Orange; Bitter Orange Tree; Bigarade Orange; Hybrid Orange; Culinary Orange
Citrus × limon,(L.) Osbeck,7647136,1403436,null,,Lemon; Lemon-tree; Mandarin lime; Lime of Persia; Kitchen Lemon; నిమ్మ; Cultivated Lemon; لیمو شیرین،; Grape fruit
Clarisia ilicifolia,(Spreng.) Lanj. & Rossbach,7262841,1601592,null,LC,
Clarisia racemosa,Ruiz & Pav.,5572170,1405053,null,LC,Guariuba
Clathrotropis macrocarpa,Ducke,2939632,1405696,null,LC,
Clathrotropis nitida,(Benth.) Harms,2939635,1575159,null,LC,
Clibadium surinamense,L.,3104771,1403867,null,LC,Jackass breadnut
Clitoria amazonum,Mart. ex Benth.,2946575,1734515,null,LC,
Clitoria fairchildiana,R.A.Howard,2946600,1400416,null,LC,Philippine Pigeonwings; Butterfly pea tree
Clusia amazonica,Planch. & Triana,7329960,1406015,null,LC,
Clusia candelabrum,Planch. & Triana,5555613,1495970,null,LC,
Clusia columnaris,Engl.,7329886,1406017,null,LC,
Clusia flavida,(Benth.) Pipoly,5556500,1407427,null,LC,
Clusia grandiflora,Splitg.,5556447,1401156,null,LC,
Clusia hammeliana,Pipoly,5556419,1496048,null,LC,
Clusia insignis,Mart.,7330323,1496061,null,LC,
Clusia leprantha,Mart.,5556347,1401158,null,LC,
Clusia loretensis,Engl.,5556314,1496078,null,LC,
Clusia lutea,Bittrich & J.E.Nascim.,9459942,1735530,null,,
Clusia martiana,Engl.,5556282,1496086,null,LC,
Clusia microstemon,Planch. & Triana,5556257,1407192,null,LC,
Clusia nemorosa,G.Mey.,7330253,1401162,null,LC,
Clusia nigrolineata,P.F.Stevens,7527517,1726624,null,LC,
Clusia nitida,Bittrich & F.N.Cabral,8122614,1735121,null,,
Clusia obovata,(Spruce ex Planch. & Triana) Pipoly,5556190,1496110,null,LC,
Clusia panapanari,(Aubl.) Choisy,5556145,1496125,null,LC,
Clusia penduliflora,Engl.,5556124,1496130,null,LC,
Clusia platystigma,Eyma,5556089,1403850,null,NT,
Clusia renggerioides,Planch. & Triana,5556042,1496160,null,LC,
Clusia rubrifructa,Bittrich & J.E.Nascim.,9539108,1726749,null,,
Clusia scrobiculata,Benoist,5555983,1406811,null,LC,
Clusia spathulifolia,Engl.,5555958,1496178,null,LC,
Clusia ucamira,J.E.Nascim. & Bittrich,9540718,1726747,null,,
Clusia viscida,Engl.,5555837,1496211,null,LC,
Clusia weddelliana,Planch. & Triana,5555825,1496215,null,LC,
Clusiella axillaris,(Engl.) Cuatrec.,3712239,1407158,null,LC,
Coccoloba ascendens,Duss ex Lindau,7927710,1405527,null,LC,
Coccoloba charitostachya,Standl.,4033447,1406062,null,LC,
Coccoloba densifrons,Mart. ex Meisn.,4032930,1404141,null,LC,
Coccoloba excelsa,Benth.,7291174,1403190,null,LC,
Coccoloba gentryi,R.A.Howard,4032463,1657988,null,LC,
Coccoloba gigantifolia,"E.Melo, C.A.Cid Ferreira & Gribel",10763515,1841473,null,,Wild Umbrella; Giant Coccoloba
Coccoloba latifolia,Poir.,8130034,1658008,null,LC,
Coccoloba obtusifolia,Jacq.,2888834,1658034,null,,
Coccoloba ovata,Benth.,7291748,1403197,null,LC,
Coccoloba paraensis,Meisn.,4036758,1658041,null,LC,
Coccoloba striata,Benth.,4035257,1406065,null,LC,
Cochlospermum regium,(Schrank) Pilg.,3702412,1431311,null,LC,Algodonillo; Yellow cotton tree
Coffea arabica,L.,2895345,1360376,null,EN,Coffee; Arabian coffee; Coffeetree; Arabica coffee
Coffea canephora,Pierre ex A.Froehner,2895528,1409498,null,LC,Congo coffeetree; Robusta Coffee; Congo coffee; Ivorian Coffee; Congolese Coffeetree; Liberian Coffee; Nigerian Coffee; Coffea robusta; Angolan Coffee
Coffea liberica,W.Bull,8524134,1722743,null,LC,Liberian Coffee; Liberica coffee; Excelsa coffee
Colubrina retusa,(Pittier) R.S.Cowan,7273891,1665569,null,LC,
Combretum laxum,Jacq.,7908521,1401249,null,LC,
Combretum pyramidatum,Desv.,3698754,1726149,null,LC,
Combretum rotundifolium,Rich.,7554952,1401259,null,LC,Monkey brush; Monkey brush vine
Compsoneura debilis,(Spruce ex A.DC.) Warb.,5564527,1602527,null,LC,
Compsoneura ulei,Warb.,8267213,1402493,null,LC,
Conceveiba guianensis,Aubl.,3074956,1401672,null,LC,Poatoru
Conceveiba hostmanii,Benth.,3074943,1543351,null,,
Conceveiba martiana,Baill.,3074934,1401673,null,LC,
Conceveiba terminalis,(Baill.) Müll.Arg.,3074941,1543361,null,LC,
Connarus erianthus,Benth. ex Baker,3686370,1526894,null,LC,
Connarus fasciculatus,(DC.) Planch.,7326642,1401283,null,LC,
Connarus patrisii,(DC.) Planch.,3686917,1401285,null,LC,
Connarus perrottetii,(DC.) Planch.,7326598,1401287,null,LC,
Copaifera glycycarpa,Ducke,2978189,1575359,null,LC,
Copaifera langsdorffii,Desf.,2978171,1575367,null,LC,Copaiba; Langsdorf's copaifera; Brazilian diesel tree
Copaifera multijuga,Hayne,2978132,1575375,null,LC,Brazilian copaiba; Copaiba; Copaifera
Cordia decipiens,I.M.Johnst.,5662422,1477432,null,LC,
Cordia exaltata,Lam.,7295492,1407491,null,LC,
Cordia fallax,I.M.Johnst.,5662314,1404964,null,LC,
Cordia goeldiana,Huber,5662127,1407492,null,,Brazilian walnut; Jennywood
Cordia kingstoniana,J.S.Mill.,5661797,1477506,null,LC,
Cordia lomatoloba,I.M.Johnst.,5661672,1403798,null,LC,
Cordia naidophila,I.M.Johnst.,5661395,1400222,null,,
Cordia nodosa,Lam.,7295069,1407496,null,LC,
Cordia panicularis,Rudge,5661193,1405983,null,,
Cordia sagotii,I.M.Johnst.,5660798,1407497,null,LC,
Cordia scabrifolia,A.DC.,5660747,1477627,null,LC,
Cordia sellowiana,Cham.,7452658,1477634,null,LC,
Cordia sprucei,Mez,5660632,1407500,null,LC,
Cordia tetrandra,Aubl.,5660556,1407502,null,LC,
Cordia ucayaliensis,(I.M.Johnst.) I.M.Johnst.,5660461,1477676,null,LC,
Cordia ulei,I.M.Johnst.,7294657,1477677,null,,
Cordiera killipii,(Standl.) C.H.Perss. & Delprete,10716952,1724513,null,LC,
Cordiera myrciifolia,(K.Schum.) Perss. & Delprete,5337379,1671892,null,LC,
Corythophora alta,R.Knuth,5383883,1567660,null,LC,
Corythophora rimosa,W.A.Rodrigues,5383884,1401952,null,LC,
Cosmibuena grandiflora,(Ruiz & Pav.) Rusby,5334638,1405425,null,LC,
Couepia bracteosa,Benth.,2984779,1400998,null,LC,
Couepia caryophylloides,Benoist,2984825,1401000,null,,
Couepia excelsa,Ducke,2984870,1400247,null,,
Couepia guianensis,Aubl.,2984823,1401001,null,LC,
Couepia habrantha,Standl.,2984853,1404451,null,LC,
Couepia magnoliifolia,Benth. ex Hook.f.,8386441,1407095,null,,
Couepia morii,Prance,2984808,1495059,null,DD,
Couepia multiflora,Benth.,2984773,1401002,null,,
Couepia obovata,Ducke,2984827,1401004,null,LC,
Couepia paraensis,(Mart. & Zucc.) Benth.,2984805,1495062,null,LC,
Couepia rankiniae,Prance,2984835,1400280,null,LC,
Couepia robusta,Huber,2984845,1495070,null,LC,
Couepia spicata,Ducke,2984815,1495073,null,,
Couepia stipularis,Ducke,2984863,1495075,null,DD,
Couepia ulei,Pilg.,2984861,1495078,null,LC,
Couma guianensis,Aubl.,3614987,1401914,null,LC,Baaka mapa
Couma macrocarpa,Barb.Rodr.,3614969,1459955,null,LC,
Couma rigida,Müll.Arg.,3614876,1459956,null,LC,
Couma utilis,(Mart.) Müll.Arg.,3614842,1459957,null,LC,
Couratari atrovinosa,Prance,3083144,1567663,null,EN,
Couratari guianensis,Aubl.,3083111,1401954,null,LC,Fine-leaf Wadara
Couratari longipedicellata,W.A.Rodrigues,3083119,1567664,null,VU,
Couratari multiflora,(Sm.) Eyma,3083125,1401953,null,LC,
Couratari stellata,A.C.Sm.,3083141,1401955,null,LC,
Couratari tauari,O.Berg,3083136,1567670,null,VU,
Couratari tenuicarpa,A.C.Sm.,3083109,1567671,null,LC,
Couroupita subsessilis,Pilg.,3082576,1567673,null,LC,
Coussapoa asperifolia,Trécul,7316403,1403839,null,LC,
Coussapoa latifolia,Aubl.,4013448,1403840,null,LC,
Coussapoa nitida,Miq.,4013298,1694617,null,LC,
Coussapoa orthoneura,Standl.,4013222,1694619,null,LC,
Coussapoa parvifolia,Standl.,4013182,1405439,null,LC,
Coussapoa sprucei,Mildbr.,4013623,1694625,null,LC,
Coussapoa trinervia,Spruce ex Mildbr.,4013550,1694628,null,LC,
Coussarea ampla,Müll.Arg.,2904770,1400292,null,,
Coussarea brevicaulis,K.Krause,2904822,1671918,null,,
Coussarea grandis,Müll.Arg.,2904774,1407371,null,LC,
Coussarea hirticalyx,Standl.,2904925,1403263,null,LC,
Coussarea insignis,Ducke,2904758,1671949,null,DD,
Coussarea leptophragma,Müll.Arg.,2904907,1403264,null,LC,
Coussarea longiflora,(Mart.) Müll.Arg.,2904887,1671966,null,LC,
Coussarea machadoana,Standl.,2904819,1400422,null,VU,
Coussarea micrococca,Bremek.,2904775,1403266,null,,
Coussarea paniculata,(Vahl) Standl.,2898203,1403267,null,LC,
Coussarea revoluta,Steyerm.,2904784,1403270,null,,
Coussarea rudgeoides,Rusby,2904747,1671990,null,LC,
Coutarea hexandra,(Jacq.) K.Schum.,2893703,1423566,null,LC,
Crateva tapia,L.,3054262,1400763,null,LC,Garlic-pear; Spider-flower tree
Crescentia amazonica,Ducke,5668375,1476554,null,LC,
Crescentia cujete,L.,5415081,1388708,null,LC,Calabash; Calabash Tree; Common Calabash Tree; Goobie Tree; Callebasse boite; Callebasse coricon; Callebasse longue; Tree calabash; Wild calabash; Gourd tree; Long-leaved Calabash Tree
Croton cajucara,Benth.,3060105,1543508,null,LC,
Croton cuneatus,Klotzsch,3057939,1401676,null,LC,
Croton draconoides,Müll.Arg.,3058051,1401677,null,,
Croton matourensis,Aubl.,3058007,1401683,null,LC,
Croton palanostigma,Klotzsch,3058133,1401686,null,LC,
Croton sacaquinha,Croizat,3058923,1544192,null,LC,
Croton sampatik,Müll.Arg.,3058287,1544199,null,LC,
Croton urucurana,Baill.,3057491,1418816,null,LC,Dragon’s blood
Crudia aequalis,Ducke,2974595,1575941,null,LC,
Crudia amazonica,Spruce ex Benth.,2974634,1726157,null,LC,
Crudia glaberrima,(Steud.) J.F.Macbr.,2974609,1403836,null,LC,
Crudia oblonga,Benth.,2974640,1400522,null,LC,
Cupania diphylla,Vahl,3785805,1405148,null,LC,
Cupania hirsuta,Radlk.,3785458,1403443,null,LC,
Cupania hispida,Radlk.,3785452,1685698,null,LC,
Cupania macrostylis,(Radlk.) Acev.-Rodr.,7523047,1400937,null,LC,
Cupania rubiginosa,(Poir.) Radlk.,3784733,1400264,null,LC,
Cupania scrobiculata,Rich.,7802452,1403444,null,LC,
Cuphea melvilla,Lindl.,3990142,1405809,null,LC,
Curatella americana,L.,7304064,1401572,null,LC,Rough-leaf-tree; Chaparro; Sandpaper Tree
Cybianthus amplus,(Mez) G.Agostini,3722208,1402508,null,LC,
Cybianthus densiflorus,Miq.,3718386,1660162,null,,
Cybianthus guyanensis,(A.DC.) Miq.,7331157,1660181,null,LC,
Cybianthus poeppigii,Mez,3722131,1660233,null,LC,
Cybianthus potiaei,(Mez) G.Agostini,3722121,1660234,null,LC,
Cybianthus prieurii,A.DC.,3722096,1407165,null,LC,
Cybianthus quelchii,(N.E.Br.) G.Agostini,3722035,1660239,null,LC,
Cybianthus resinosus,Mez,3722018,1400383,null,LC,
Cybianthus reticulatus,(Benth. ex Miq.) G.Agostini,3722003,1660241,null,LC,
Cybianthus schlimii,(Hook.f.) G.Agostini,3721950,1660244,null,LC,
Cybianthus spicatus,(Kunth) G.Agostini,3721848,1406550,null,LC,
Cybianthus venezuelanus,Mez,3721709,1406561,null,LC,
Cycas thouarsii,R.Br.,8193274,1418606,null,LC,Madagascar Cycad
Cymbopetalum brasiliense,(Vell.) Benth. ex Baill.,3157844,1401323,null,LC,
Cymbopetalum euneurum,N.A.Murray,3157860,1454957,null,EN,
Cynometra bauhiniifolia,Benth.,2966847,1406869,null,LC,
Cynometra longicuspis,Ducke,2966819,1576049,null,LC,
Cynometra marginata,Benth.,2966926,1400536,null,LC,
Cynometra phaselocarpa,(B.Heyne) J.F.Macbr.,2966834,1726161,null,,
Cyrilla racemiflora,L.,5333448,1401564,null,LC,Black titi; He-huckleberry; Leatherwood; Titi; White titi; Red titi; Myrtle; Ironwood; Swamp Cyrilla; Swamp titi; Beet wood; Pigeonberry; Sweetspire
Cyrillopsis paraensis,Kuhlm.,4259153,1405339,null,LC,
Dacryodes chimantensis,Steyerm. & Maguire,3992494,1486139,null,LC,
Dacryodes cuspidata,(Cuatrec.) Daly,3994367,1406651,null,LC,
Dacryodes hopkinsii,Daly,7946876,1831667,null,LC,
Dacryodes negrensis,Daly & M.C.Martínez,3993947,1486159,null,LC,
Dacryodes nitens,Cuatrec.,3993914,1403894,null,LC,
Dacryodes roraimensis,Cuatrec.,3993746,1405985,null,LC,
Dacryodes sclerophylla,Cuatrec.,3993686,1486168,null,,
Dalbergia frutescens,(Vell.) Britton,2968824,1576212,null,LC,
Dalbergia inundata,Spruce ex Benth.,2968892,1726164,null,LC,
Dalbergia riedelii,(Benth.) Sandwith,2968670,1576300,null,LC,
Dalbergia riparia,(Mart. ex Benth.) Benth.,2968619,1726165,null,LC,
Dalbergia spruceana,Benth.,2968850,1734549,null,VU,Amazon Rosewood
Dalechampia scandens,L.,3055569,1379563,null,LC,Spurgecreeper
Deguelia amazonica,Killip,2969015,1726166,null,LC,
Deguelia scandens,Aubl.,2960243,1576618,null,LC,
Deguelia spruceana,(Benth.) A.M.G.Azevedo & R.A.Camargo,2960236,1735170,null,,
Delonix regia,(Bojer ex Hook.) Raf.,2956176,1363784,null,LC,Flamboyant; Royal poinciana; Flametree; Flame-of-the-forest; Gul Mahor; Gold Mohar; Poinciana; Flamboyan; Flamboyant Tree; July Tree; Krishnochura; Peacock-flower; Flamboyant poinciana; Fire tree; Flame of the forest; Pine; Phoenix Tree; May Flower; Pride of Barbados; తురాయి; Sein-pan-gyi; Mukarabani
Dendrobangia boliviana,Rusby,3596663,1401875,null,LC,
Dendropanax cuneatus,(DC.) Decne. & Planch.,3034961,1467200,null,LC,
Dendropanax palustris,(Ducke) Harms,3035165,1467247,null,,
Desmoscelis villosa,(Aubl.) Naudin,3870308,1402166,null,LC,
Dialium guianense,(Aubl.) Sandwith,2971008,1400545,null,LC,Ironwood
Dichapetalum odoratum,Baill.,4196071,1535339,null,LC,
Dichapetalum spruceanum,Baill.,4195857,1535351,null,LC,
Diclidanthera penduliflora,Mart.,7293509,1656841,null,,
Diclinanona calycina,(Diels) R.E.Fr.,3158301,1455042,null,LC,
Dicorynia paraensis,Benth.,2944650,1400549,null,LC,Angelique
Dicymbe puncticulosa,R.S.Cowan,3975917,1734572,null,EN,
Dicypellium manausense,W.A.Rodrigues,4179102,1566183,null,CR,
Didymopanax ciliatifolius,(Fiaschi & Frodin) Fiaschi & G.M.Plunkett,11084127,1841391,null,NT,
Didymopanax morototoni,(Aubl.) Decne. & Planch.,3038523,1383810,null,LC,Yagrumo Macho; Matchwood pornai; Matchwood
Didymopanax umbrosus,(Frodin & Fiaschi) Fiaschi & G.M.Plunkett,10988703,1841394,null,LC,
Dimorphandra campinarum,Ducke,2974263,1577117,null,LC,
Dimorphandra caudata,Ducke,2974273,1577118,null,LC,
Dimorphandra coccinea,Ducke,2974291,1404796,null,,
Dimorphandra cuprea,Sprague & Sandwith,2974277,1407102,null,LC,
Dimorphandra ignea,Ducke,2974287,1404801,null,,
Dimorphandra multiflora,Ducke,2974289,1406977,null,,
Dimorphandra parviflora,Spruce ex Benth.,2974283,1734574,null,LC,
Dimorphandra pennigera,Tul.,2974286,1577129,null,LC,
Dimorphandra vernicosa,Spruce ex Benth. & Hook.f.,2974301,1726186,null,LC,
Dinizia excelsa,Ducke,5350072,1405563,null,LC,
Diospyros bullata,A.C.Sm.,4070306,1536489,null,VU,
Diospyros capreifolia,Mart. ex Hiern,5832390,1400206,null,LC,
Diospyros carbonaria,Benoist,4069898,1404199,null,LC,
Diospyros cavalcantei,Sothers,4071436,1400257,null,,
Diospyros cayennensis,A.DC.,4071429,1405673,null,LC,
Diospyros glomerata,Spruce ex Hiern,4070692,1536623,null,LC,
Diospyros guianensis,(Aubl.) Gürke,6056977,1401600,null,LC,
Diospyros kondor,B.Walln.,4071064,1536685,null,LC,
Diospyros manausensis,Cavalcante,4069829,1536722,null,DD,
Diospyros poeppigiana,A.DC.,4070633,1407233,null,LC,
Diospyros sericea,A.DC.,4070899,1405559,null,,
Diospyros tarim,B.Walln.,4070003,1536917,null,EN,
Diospyros tetrandra,Hiern,4069822,1405674,null,LC,
Diploon cuspidatum,(Hoehne) Cronquist,2883950,1686692,null,LC,
Diplotropis brasiliensis,(Tul.) Benth.,5355636,1577211,null,LC,
Diplotropis martiusii,Benth.,5355620,1577215,null,LC,
Diplotropis purpurea,(Rich.) Amshoff,5355625,1402832,null,LC,
Diplotropis rodriguesii,H.C.Lima,5355619,1734578,null,VU,
Diplotropis triloba,Gleason,5355634,1577221,null,LC,
Dipteryx alata,Vogel,2947141,1577222,null,VU,Baru tree
Dipteryx magnifica,(Ducke) Ducke,2947149,1577224,null,LC,
Dipteryx micrantha,Harms,2947131,1577225,null,DD,Brazilian Teak; Cumaru
Dipteryx odorata,(Aubl.) Forsyth f.,10779983,1726191,null,DD,Tonka Bean; Tonka; Tonquin bean
Dipteryx polyphylla,Huber,2947152,1577227,null,NT,
Dipteryx punctata,(S.F.Blake) Amshoff,2947145,1577228,null,LC,
Dipteryx rosea,Spruce ex Benth.,2947122,1726192,null,,
Discocarpus essequeboensis,Klotzsch,5382951,1641701,null,LC,Sqaure-wood
Discocarpus gentryi,S.M.Hayden,5382949,1641702,null,LC,
Discocarpus spruceanus,Müll.Arg.,5382950,1641704,null,,
Discophora guianensis,Miers,8066826,1401876,null,LC,
Dodecastigma amazonicum,Ducke,3072487,1544619,null,LC,
Dodecastigma integrifolium,(Lanj.) Lanj. & Sandwith,3072488,1404709,null,LC,
Dodecastigma uleanum,(Pax & K.Hoffm.) G.L.Webster,3072491,1544620,null,,
Drypetes variabilis,Uittien,3075850,1401698,null,LC,
Duckeodendron cestroides,Kuhlm.,4077946,1690576,null,LC,
Duckesia verrucosa,(Ducke) Cuatrec.,3649066,1419180,null,LC,
Duguetia arenicola,Maas,3157611,1455070,null,VU,
Duguetia argentea,(R.E.Fr.) R.E.Fr.,3157506,1455071,null,LC,
Duguetia asterotricha,(Diels) R.E.Fr.,3157519,1455073,null,LC,
Duguetia calycina,Benoist,3157484,1401337,null,LC,
Duguetia cauliflora,R.E.Fr.,3157634,1404877,null,LC,
Duguetia chrysea,Maas,3157518,1455076,null,NT,
Duguetia echinophora,R.E.Fr.,3157633,1455084,null,LC,
Duguetia flagellaris,Huber,3157546,1455086,null,LC,
Duguetia inconspicua,Sagot,3157500,1401360,null,LC,
Duguetia latifolia,R.E.Fr.,3157549,1455093,null,LC,
Duguetia longicuspis,Benth.,3157481,1455095,null,LC,
Duguetia macrophylla,R.E.Fr.,3157622,1455097,null,LC,
Duguetia manausensis,Maas & Boon,3157536,1455099,null,LC,
Duguetia marcgraviana,Mart.,3157573,1455100,null,LC,
Duguetia megalocarpa,Maas,3157596,1455101,null,LC,
Duguetia pycnastera,Sandwith,3157545,1401366,null,LC,
Duguetia quitarensis,Benth.,3157592,1404213,null,LC,
Duguetia rionegrensis,Zuilen & Maas,3157509,1455119,null,NT,
Duguetia riparia,Huber,3157543,1406823,null,LC,
Duguetia spixiana,Mart.,3157492,1455128,null,LC,
Duguetia stelechantha,(Diels) R.E.Fr.,3157541,1455129,null,LC,
Duguetia surinamensis,R.E.Fr.,3157522,1401400,null,LC,
Duguetia tenuis,R.E.Fr.,3157556,1455132,null,DD,
Duguetia trunciflora,Maas & A.H.Gentry,3157534,1407097,null,LC,
Duguetia ulei,(Diels) R.E.Fr.,3157588,1455135,null,NT,
Duguetia uniflora,(DC.) Mart.,3157472,1455136,null,LC,
Duguetia yeshidan,Sandwith,3157469,1401417,null,LC,
Duroia eriopila,L.f.,2892091,1403276,null,LC,
Duroia genipoides,Hook.f. ex K.Schum.,2892079,1403277,null,LC,
Duroia gransabanensis,Steyerm.,2892133,1672391,null,NT,
Duroia hirsuta,(Poepp.) K.Schum.,2892105,1672392,null,LC,
Duroia kotchubaeoides,Steyerm.,3849488,1830754,null,,
Duroia longiflora,Ducke,2892084,1405466,null,,
Duroia macrophylla,Huber,2892139,1672397,null,,
Duroia petiolaris,Spruce ex K.Schum.,2892109,1672404,null,,
Duroia saccifera,(Mart. ex Schult. & Schult.f.) K.Schum.,2892137,1672407,null,LC,
Duroia velutina,Hook.f. ex K.Schum.,2892128,1672415,null,LC,
Dussia discolor,(Benth.) Amshoff,2968227,1402836,null,LC,
Ecclinusa bullata,T.D.Penn.,2887379,1686698,null,LR/lc,
Ecclinusa guianensis,Eyma,2887376,1403485,null,LC,
Ecclinusa lanceolata,(Mart. & Eichler) Pierre,2887358,1718041,null,LC,
Ecclinusa ramiflora,Mart.,2887362,1403487,null,LC,
Elachyptera floribunda,(Benth.) A.C.Sm.,5579866,1405007,null,LC,
Elaeis oleifera,(Kunth) Cortés,8791596,1403306,null,,American oil palm
Elaeoluma glabrescens,(Mart. & Eichler) Aubrév.,2886343,1718042,null,LC,
Elaeoluma nuda,(Baehni) Aubrév.,2886352,1406710,null,LC,
Elaeoluma schomburgkiana,(Miq.) Baill.,2886355,1406153,null,LC,
