scientific_name,author,gbif_id,plantnet_id,iucn_category,common_names
Sambucus nigra,L.,2888728,1356464,LC,Common Elder; Elderberry; Black elderberry; Common elderberry; Black Elder; Elder; European Black Elder; European Black Elderberry; European Elderberry; Europen elder; West Indian Elder; European Elder; Bore tree; Bour tree; Alderne; Bore-wood; Zova; آقطی سیاه
Sandwithia guyanensis,Lanj.,3071864,1547272,LC,
Sapium glandulosum,(L.) Morong,5379918,1404086,LC,Milktree; Gumtree; Brazil sapium
Sapium laurifolium,(A.Rich.) Griseb.,5379846,1547283,LC,Hinchahuevos
Sapium paucinervium,Hemsl.,5379888,1405436,,
Sarcaulus brasiliensis,(A.DC.) Eyma,2886233,1403529,LC,
Sarcaulus inflexus,(A.C.Sm.) T.D.Penn.,2886229,1687366,LC,
Schinus terebinthifolia,Raddi,3660419,1396078,,Brazilian peppertree; Christmasberry-tree; Brazilian Pepper Tree; Florida Holly; Christmas berry; Warui; Mexican pepper tree; Broad-leaf pepper tree; Schinus; Pepper berry; Brazilian Holly; Broad-leaved Peppertree; Japanese Peppertree
Schizolobium parahyba,(Vell.) S.F.Blake,2945453,1426406,LC,Brazilian Firetree; Brazilian fern tree
Schnella glabra,(Jacq.) Dugand,2953170,1714296,,
Schoenobiblus daphnoides,Mart.,3567577,1403626,LC,
Scleronema micranthum,(Ducke) Ducke,8363369,1595478,LC,
Securidaca diversifolia,(L.) S.F.Blake,5421445,1403184,LC,Easter Flower
Senegalia loretensis,(J.F.Macbr.) Seigler & Ebinger,3796032,1734158,,
Senna alata,(L.) Roxb.,2956947,1379771,LC,Candlesticks; Christmas-candle; Candlebush; Candlestick senna; Seven-golden-candles; Seven-golden-candlesticks; Empress-candleplant; Ringworm senna; Ringwormbush; Ringwormshrub; Emperor's Candlesticks; Candelabra bush; Empress candle plant; Seven gold candlesticks; Akapulko; Guajava; Winged senna; Candle-stick senna; Cassia/Wild senna/Fleur palmiste/Fleur dartre/Candlestick senna/Ringworm cassia/guajava/ Flor del Secreto/Tarantana/Akapulko/Man-slabriki/Akapulco; Gelenggang; Andadasi/ Palochina (Tagalog); Gembirang; Ludangan/Ketepeng badak (Melayu); King of the Forrest; Guntomou; Sulok (Sarawak); Cây muồng trâu (Vietnam)
Senna bacillaris,(L.f.) H.S.Irwin & Barneby,2957751,1400630,LC,West Indian showertree; Whitebark Senna
Senna latifolia,(G.Mey.) H.S.Irwin & Barneby,2957544,1400639,LC,
Senna multijuga,(Rich.) H.S.Irwin & Barneby,2957158,1400648,LC,False Sicklepod; November shower
Senna pendula,(Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby,2957187,1725407,LC,Easter cassia; Valamuerto; Christmas senna; Golden shower; Senna
Senna quinquangulata,(Rich.) H.S.Irwin & Barneby,2956955,1400655,LC,
Senna reticulata,(Willd.) H.S.Irwin & Barneby,2957303,1400656,LC,
Senna siamea,(Lam.) H.S.Irwin & Barneby,2956905,1408690,LC,Yellow cassia; Ironwood Cassia; Kassod Tree; Mjohoro; Siamese cassia; Pheasantwood; Siamese senna; Thai cassia; Thailand shower; Kassod; Cassia tree; மஞ்சள் கொன்றை; မယ်ဇလီ  (in Burmese)
Senna silvestris,(Vell.) H.S.Irwin & Barneby,2958026,1405562,LC,
Senna spectabilis,(DC.) H.S.Irwin & Barneby,2957438,1408691,LC,Casia Amarilla; Spectacular senna; Whitebark senna; Gasia
Senna spinescens,(Hoffmanns. ex Vogel) H.S.Irwin & Barneby,2957359,1725427,LC,
Senna tapajozensis,(Ducke) H.S.Irwin & Barneby,2957345,1586212,LC,
Sextonia rubra,(Mez) van der Werff,5685352,1400204,LC,Red louro
Simaba guianensis,Aubl.,7329562,1403541,LC,
Simaba obovata,Spruce ex Engl.,3709162,1689824,,
Simaba orinocensis,Kunth,3709147,1403543,LC,
Simaba polyphylla,(Cavalcante) W.W.Thomas,3709105,1405156,LC,
Simarouba amara,Aubl.,7720664,1403544,LC,Bitterwood; Surinam quassia
Simira macrocrater,(K.Schum.) Steyerm.,5335285,1680565,,
Simira maxonii,(Standl.) Steyerm.,5335269,1680566,LC,Inkwood
Simira paraensis,(Baill.) Steyerm.,5335274,1680571,VU,
Simira rubescens,(Benth.) Bremek. ex Steyerm.,5335279,1680575,LC,
Siparuna cervicornis,Perkins,3782391,1689846,LC,
Siparuna cristata,(Poepp. & Endl.) A.DC.,7264504,1402421,LC,
Siparuna cuspidata,(Tul.) A.DC.,3783134,1402422,LC,
Siparuna cymosa,Tolm.,3783105,1689849,LC,
Siparuna decipiens,(Tul.) A.DC.,3783065,1402424,LC,
Siparuna ficoides,S.S.Renner & Hausner,3782791,1689852,,
Siparuna glycycarpa,(Ducke) S.S.Renner & Hausner,3782502,1734110,LC,
Siparuna guianensis,Aubl.,7264535,1402425,LC,ఖతీజా; खादीजा; Khadeeja (خديجة‎)
Siparuna pachyantha,A.C.Sm.,3782448,1406954,LC,
Siparuna poeppigii,(Tul.) A.DC.,3782128,1407428,LC,
Siparuna reginae,(Tul.) A.DC.,3783050,1689882,,
Sloanea caribaea,Krug & Urb. ex Duss,5651017,1410043,,
Sloanea durissima,Spruce ex Benth.,5651320,1537550,LC,
Sloanea echinocarpa,Uittien,5651314,1405107,LC,Prickledfruit Burrwood
Sloanea fendleriana,Benth.,5651270,1831170,LC,
Sloanea floribunda,Spruce ex Benth.,5651261,1537554,LC,
Sloanea froesii,Earle Sm.,5651239,1537556,VU,
Sloanea garckeana,K.Schum.,5651230,1401605,LC,
Sloanea granulosa,Ducke,5651200,1537560,,
Sloanea guianensis,(Aubl.) Benth.,7291059,1401607,LC,
Sloanea latifolia,(Rich.) K.Schum.,5651129,1401608,LC,
Sloanea laurifolia,(Benth.) Benth.,5651127,1405676,LC,
Sloanea nitida,G.Don,5651009,1734002,,
Sloanea pseudoverticillata,Boeira,7539829,1735286,DD,
Sloanea rufa,Planch. ex Benth.,5651195,1401614,LC,
Sloanea schomburgkii,Spruce ex Benth.,5651186,1537599,LC,
Sloanea sinemariensis,Aubl.,7467979,1401617,LC,
Sloanea synandra,Spruce ex Benth.,5651143,1401618,LC,
Sloanea terniflora,(Moc. & Sessé ex DC.) Standl.,5651141,1401620,LC,
Socratea exorrhiza,(Mart.) H.Wendl.,2732453,1404244,LC,Walking tree
Sohnreyia excelsa,K.Krause,3837800,1734108,,
Solanum caavurana,Vell.,2929091,1691479,LC,
Solanum crinitum,Lam.,2932686,1403587,LC,
Solanum leucocarpon,Dunal,2930406,1403590,LC,
Solanum oppositifolium,Ruiz & Pav.,2931919,1406980,LC,
Solanum paniculatum,L.,2932547,1692009,LC,
Solanum rugosum,Dunal,2929481,1377953,LC,Tabacon-Aspero
Solanum schlechtendalianum,Walp.,2932884,1403597,LC,Riedle's nightshade
Solanum sessile,Ruiz & Pav.,2930479,1405227,LC,
Solanum subinerme,Jacq.,2932599,1403599,LC,
Solanum thelopodium,Sendtn.,2931531,1692257,LC,
Solanum tricuspidatum,Rich. ex Dunal,2931750,1406184,LC,
Sorocea duckei,W.C.Burger,3762996,1725994,LC,
Sorocea muriculata,Miq.,7262387,1402476,LC,
Sorocea pubivena,Hemsl.,7262377,1404526,LC,
Sparattosperma leucanthum,(Vell.) K.Schum.,9041834,1476908,LC,
Spathodea campanulata,P.Beauv.,3172574,1389151,LC,"African Tulip Tree; Nandi Flame; African Tuliptree; African Flame Tree; Kibobackasi; South African Tulip Tree; Tulipn africano; Fireball; Fountain tree; Flame of the forest; Flame-of-the-forest; Flametree; Tuliptree; Nandi flame tree; Fire tree; Tulipan; Neeti Budda (నీటి బుడ్డ), Gonuganta (గోనుగంట); لاله آفریقایی; Aakash Shewaga"
Sphinctanthus maculatus,Spruce ex K.Schum.,2893764,1405415,LC,
Sphinctanthus striiflorus,(DC.) Hook.f. ex K.Schum.,2893767,1680863,,
Spiranthera guianensis,Sandwith,5594692,1403440,LC,
Spiranthera parviflora,Sandwith,5594672,1406128,LC,Mamuri bali
Spondias mombin,L.,3190593,1385579,LC,Yellow mombin; Jamaica-plum; Hog-plum; Ashanti plum; Gully plum; Java plum; Spanish Plum; Yellow Plum; Quill Plum; Hog-plum tree; Golden apple; Imbu; Jobo; Ubos; Oba; Ginkara (Igbo Name)
Spondias purpurea,L.,3190598,1385598,LC,Purple mombin; Red mombin; Spanish-plum; Hog-plum; Jamaica Plum; Red Plum; Spanish plum tree; Jocote; Ovo; Scarlet plum
Spongiosperma longilobum,(Markgr.) Zarucchi,3621807,1462927,EN,
Spongiosperma macrophyllum,(Müll.Arg.) Zarucchi,3621789,1462928,LC,
Stachyarrhena acuminata,Standl.,2907628,1400342,,
Stachyarrhena penduliflora,K.Schum.,2907621,1407420,LC,
Stachyarrhena spicata,Hook.f.,2907623,1680916,LC,
Staminodianthus duckei,(Yakovlev) D.B.O.S.Cardoso & H.C.Lima,7549483,1726618,LC,
Staminodianthus rosae,(H.C.Lima) D.B.O.S.Cardoso & H.C.Lima,8227310,1735333,VU,
Sterculia apeibophylla,Ducke,7745281,1595659,,
Sterculia apetala,(Jacq.) H.Karst.,5406679,1419450,LC,Panama Tree; Forest zapote; French peanut
Sterculia duckei,E.L.Taylor ex J.A.C.Silva & M.F.Silva,8401002,1733941,,
Sterculia excelsa,Mart.,5546942,1403610,LC,
Sterculia frondosa,Rich.,8394990,1595672,LC,
Sterculia pruriens,(Aubl.) K.Schum.,6029413,1595701,LC,Grand mahot
Sterigmapetalum obovatum,Kuhlm.,3874166,1666221,LC,
Sterigmapetalum plumbeum,Aymard & Cuello,8779528,1734109,DD,
Strychnos glabra,Sagot ex Progel,5645912,1401985,LC,
Strychnos jobertiana,Baill.,5645742,1404191,LC,
Strychnos mattogrossensis,S.Moore,7289343,1589847,LC,
Strychnos poeppigii,Progel,5645757,1589863,,
Strychnos rondeletioides,Spruce ex Benth.,5645583,1589871,LC,
Stryphnodendron guianense,(Aubl.) Benth.,2951742,1402418,LC,
Stryphnodendron microstachyum,Poepp.,2951716,1586683,LC,
Stryphnodendron pulcherrimum,(Willd.) Hochr.,2951702,1405127,LC,
Stryphnodendron roseiflorum,(Ducke) Ducke,3795674,1586693,,
Stylogyne atra,Mez,3722199,1661547,LC,
Stylogyne orinocensis,(Kunth) Mez,3721804,1400243,LC,
Styrax bicolor,Ducke,5541366,1692647,LC,
Styrax guyanensis,A.DC.,5541247,1692670,LC,
Styrax pohlii,A.DC.,7319972,1407579,LC,
Styrax sieberi,Perkins,5541393,1400443,LC,
Swartzia anomala,R.S.Cowan,5351974,1404177,,
Swartzia arborescens,(Aubl.) Pittier,5352087,1400664,LC,
Swartzia argentea,Spruce ex Benth.,5351985,1725973,LC,
Swartzia auriculata,Poepp.,5351932,1586810,LC,
Swartzia benthamiana,Miq.,5351848,1400667,LC,
Swartzia brachyrhachis,Harms,7278437,1733403,,
Swartzia cardiosperma,Spruce ex Benth.,5352042,1725975,LC,
Swartzia caudata,R.S.Cowan,5351869,1725417,,
Swartzia corrugata,Benth.,5351906,1586824,LC,
Swartzia cuspidata,Spruce ex Benth.,5352102,1400668,LC,
Swartzia duckei,Huber,5351947,1586835,NT,
Swartzia grandifolia,Bong. ex Benth.,5351871,1400672,LC,
Swartzia ingifolia,Ducke,5616846,1586860,LC,
Swartzia laevicarpa,Amshoff,5352099,1400683,LC,
Swartzia lamellata,Ducke,5351920,1404184,VU,
Swartzia laurifolia,Benth.,5352085,1400688,LC,
Swartzia laxiflora,Bong. ex Benth.,5351981,1734098,,
Swartzia longistipitata,Ducke,5351977,1586878,LC,
Swartzia lucida,R.S.Cowan,5351940,1733404,LC,
Swartzia macrocarpa,Spruce ex Benth.,5351948,1734099,LC,
Swartzia manausensis,Torke,5630319,1586886,LC,
Swartzia oblanceolata,Sandwith,5351941,1400705,LC,
Swartzia panacoco,(Aubl.) R.S.Cowan,5352021,1400708,LC,
Swartzia polyphylla,DC.,5351880,1400713,LC,
Swartzia recurva,Poepp.,5352080,1586924,LC,
Swartzia reticulata,Ducke,5351935,1403835,,
Swartzia schomburgkii,Benth.,5352119,1400720,LC,
Swartzia sericea,Vogel,5352075,1400722,LC,
Swartzia tessmannii,Harms,5352072,1586937,LC,
Swartzia tomentifera,(Ducke) Ducke,5351993,1586939,LC,
Swartzia ulei,Harms,5352106,1586944,LC,
Swartzia vaupesiana,R.S.Cowan,5351944,1725413,LC,
Swartzia velutina,Spruce ex Benth.,5352067,1734101,,
Swietenia macrophylla,King,3190484,1366098,EN,Honduran mahogany; Mahogany; Big Leaf Mahogany; Brazilian Mahogany; Honduras Mahogany; Large-leaved Mahogany; Bigleaf Mahogany; Broad-leaved mahogany; Acajou; Aguano; Bi
Syagrus inajai,(Spruce) Becc.,5293904,1403576,LC,Pupunha palm
Symmeria paniculata,Benth.,7291273,1377017,LC,
Symphonia globulifera,L.f.,8185162,1401203,LC,Boarwood; Hog doctor; Hog gum tree
Syzygium cumini,(L.) Skeels,3183840,1382778,LC,जामुन; Jaman; Jamun; Java plum; Jambolan; Rose-apple; Malabar-plum; Portuguese-plum; Jambolan-Plum; Dhuwâ'; Juwet; Black Plum; Black plum tree; Indian blackberry; Java plumtree; Kalojam; Jambolian; Jambul; Kavika ni India; কালোজাম; అల్లనేరేడు; जांभूळ (Marathi language); Duhat; Jamblang; Nqozi; Belizean Blackberry; ഞാവൽ; Jambulang; Rotra; Koelidruif; Lumboy; ನೇರಳೆ - Nerale (KN); Jamblon; नेपाली  नाम =जम्मु
Tabebuia insignis,(Miq.) Sandwith,7298607,1407198,NT,
Tabernaemontana angulata,Mart. ex Müll.Arg.,3619032,1463034,LC,
Tabernaemontana coriacea,Link ex Roem. & Schult.,3618130,1463048,LC,
Tabernaemontana cumata,Leeuwenb.,3618031,1463051,EN,
Tabernaemontana flavicans,Roem. & Schult.,3617449,1722975,LC,
Tabernaemontana grandiflora,Jacq.,3617234,1463062,LC,
Tabernaemontana heterophylla,Vahl,8036286,1463065,LC,
Tabernaemontana linkii,A.DC.,3616434,1463071,LC,
Tabernaemontana macrocalyx,Müll.Arg.,3616223,1463073,LC,
Tabernaemontana markgrafiana,J.F.Macbr.,3616123,1463074,LC,
Tabernaemontana maxima,Markgr.,3616083,1463075,LC,
Tabernaemontana muricata,Link ex Roem. & Schult.,3615806,1463077,LC,
Tabernaemontana rupicola,Benth.,7316557,1463089,LC,
Tabernaemontana siphilitica,(L.f.) Leeuwenb.,3621931,1463096,LC,
Tabernaemontana undulata,Vahl,3621389,1463103,LC,
Tachia grandiflora,Maguire & Weaver,7269905,1407330,LC,
Tachia grandifolia,Maguire & Weaver,7269898,1550047,,
Tachia guianensis,Aubl.,5595153,1401783,,
Tachigali alba,Ducke,2945162,1733217,,
Tachigali amplifolia,(Ducke) Barneby,3932375,1406553,,
Tachigali argyrophylla,Ducke,2945134,1586973,DD,
Tachigali barnebyi,van der Werff,8171319,1586974,,
Tachigali cavipes,(Spruce ex Benth.) J.F.Macbr.,2945140,1725260,LC,
Tachigali chrysophylla,(Poepp.) Zarucchi & Herend.,3969491,1586982,LC,San Francisco Negro; Guamo Colorado
Tachigali eriopetala,(Ducke) L.F.Gomes da Silva & H.C.Lima,3932335,1734175,,
Tachigali glauca,Tul.,3969458,1586995,,
Tachigali goeldiana,(Huber) L.F.Gomes da Silva & H.C.Lima,3932319,1734177,LC,
Tachigali guianensis,(Benth.) Zarucchi & Herend.,7395119,1586998,,
Tachigali hypoleuca,(Benth.) Zarucchi & Herend.,7895123,1586999,,
Tachigali melanocarpa,(Ducke) van der Werff,4929021,1400930,LC,
Tachigali melinonii,(Harms) Zarucchi & Herend.,3932285,1406555,,
Tachigali micropetala,(Ducke) Zarucchi & Pipoly,3932278,1400371,,
Tachigali paniculata,Aubl.,2945147,1400734,LC,
Tachigali paraensis,(Huber) Barneby,3932247,1587008,LC,
Tachigali physophora,(Huber) Zarucchi & Herend.,3932235,1587011,LC,
Tachigali plumbea,Ducke,2945143,1587014,,
Tachigali rigida,Ducke,2945128,1587021,LC,
Tachigali setifera,(Ducke) Zarucchi & Herend.,3932197,1587026,,
Tachigali tinctoria,(Benth.) Zarucchi & Herend.,7386442,1587030,,
Tachigali venusta,Dwyer,2945173,1587035,,
Tachigali vulgaris,L.F.Gomes da Silva & H.C.Lima,3932173,1734182,LC,
Talisia acutifolia,Radlk.,3783870,1686472,LC,
Talisia cerasina,(Benth.) Radlk.,3788434,1718029,LC,
Talisia clathrata,Radlk.,7265178,1406145,LC,
Talisia coriacea,Radlk.,3788407,1686478,,
Talisia cupularis,Radlk.,3788395,1406675,LC,
Talisia dasyclada,Radlk.,3788391,1686480,,
Talisia esculenta,"(A.St.-Hil., A.Juss. & Cambess.) Radlk.",3788345,1733507,,
Talisia firma,Radlk.,3788330,1686484,LC,
Talisia ghilleana,Acev.-Rodr.,3788308,1686486,EN,
Talisia guianensis,Aubl.,3788274,1403465,,
Talisia japurensis,(C.DC.) Radlk.,3788207,1725505,LC,
Talisia macrophylla,(Mart.) Radlk.,3788166,1403468,LC,
Talisia microphylla,Uittien,3788125,1406147,,
Talisia mollis,Cambess.,7265147,1733506,LC,
Talisia obovata,A.C.Sm.,3788068,1686495,,
Talisia pachycarpa,Radlk.,3788058,1686497,,
Talisia parviflora,Acev.-Rodr.,3788043,1686498,VU,
Talisia praealta,Radlk.,3788003,1686501,LC,
Talisia veraluciana,Guarim,9169672,1686508,LC,
Tapirira guianensis,Aubl.,7321555,1400712,LC,Pau pombo
Tapirira obtusa,(Benth.) J.D.Mitch.,3659992,1405502,LC,
Tapirira retusa,Ducke,3659893,1454519,LC,
Tapura amazonica,Poepp.,7309881,1535379,LC,
Tapura coriacea,J.F.Macbr.,4195662,1725216,LC,
Tapura guianensis,Aubl.,4196016,1401571,LC,
Tapura lanceolata,(Ducke) Rizzini,4195929,1535391,LC,
Taralea oppositifolia,Aubl.,2952855,1402884,LC,Tonka; English tonka; English tonka-bean; Opposite Taralea
Terminalia amazonia,(J.F.Gmel.) Exell,3699754,1401261,LC,White-olive
Terminalia aubletii,Gere & Boatwr.,9300243,1735585,,
Terminalia catappa,L.,3189394,1376792,LC,Tropical almond; Indian-almond; Beach Almond; Talisay (tagalog); Almond Tree; Badam; बादाम; Country-almond; Malabar-almond; Sea-almond; Alman Tree; Almond; India Almond; False kamani; West Indian almond; Myrobolan; Olive-bark tree; Barbados almond; Bengal almond; Pacific almond; Bastard Almond; Kamani; Myrobalan; Troipical almond; Singapore almond; బాదం; Keutapang; बदाम; Terminalia chebula; Cây bàng; Manggo; لوز; Castanets
Terminalia congesta,(Ducke) Gere & Boatwr.,9578164,1726779,,
Terminalia corrugata,(Ducke) Gere & Boatwr.,9575950,1735583,,
Terminalia duckei,Gere & Boatwr.,9246280,1735582,,
Terminalia fanshawei,(Exell & Maguire) Gere & Boatwr.,9408527,1735577,,
Terminalia grandis,(Ducke) Gere & Boatwr.,9392612,1735581,,
Terminalia macrophylla,(Spruce ex Eichler) Gere & Boatwr.,9578576,1726778,LC,
Terminalia ochroprumna,(Eichler) Gere & Boatwr.,9357923,1735578,,
Terminalia oxycarpa,Mart.,3699032,1733195,LC,
Terminalia parvifolia,(Ducke) Gere & Boatwr.,9428917,1726776,LC,
Terminalia suaveolens,(Eichler) Gere & Boatwr.,9312547,1735587,,
Terminalia viridiflora,(Ducke) Gere & Boatwr.,9595924,1726780,LC,
Ternstroemia candolleana,Wawra,7313759,1640970,LC,
Ternstroemia delicatula,Choisy,3591977,1405566,,
Ternstroemia dentata,(Aubl.) Sw.,7314028,1404803,,
Ternstroemia krukoffiana,Kobuski,3591403,1733555,DD,
Ternstroemia pungens,Gleason,3590639,1641022,,
Ternstroemia subcaudata,Kobuski,3590334,1733554,DD,
Ternstroemia urophora,Kobuski,3590210,1641036,LC,
Tetrameranthus duckei,R.E.Fr.,3156237,1456077,LC,
Tetrameranthus laomae,D.R.Simpson,3156235,1725241,LC,
Theobroma bicolor,Bonpl.,3152209,1714954,LC,Theobroma; Macambo tree; Peruvian cacao; Tiger cocoa; Bacao; Nicaraguan cocoa
Theobroma cacao,L.,3152205,1377980,,Cocoa; Cacao; Chocolate Tree; Common cacao; Common cocoa; Cacao tree; Chocolate; Cokelat; Coklat; Jackfruit
Theobroma grandiflorum,(Willd. ex Spreng.) K.Schum.,3152208,1419453,LC,Theobroma; Cupuassu
Theobroma obovatum,Klotzsch ex Bernoulli,3669335,1405481,LC,
Theobroma speciosum,Willd. ex Spreng.,7657303,1595782,,Ornamental Theobroma; Showy Theobroma; Ornamental Cacao; Showy Cacao
Theobroma subincanum,Mart.,4939555,1403615,LC,
Theobroma sylvestre,Aubl. ex Mart.,4939552,1733547,,
Thyrsodium spruceanum,Benth.,3659586,1403797,LC,
Tibouchina aspera,Aubl.,3864198,1402290,LC,
Ticorea tubiflora,(A.C.Sm.) Gereau,3835658,1733509,LC,
Tocoyena foetida,Poepp.,2898283,1681409,,
Tocoyena guianensis,K.Schum.,2898228,1403431,,
Tontelea attenuata,Miers,5580096,1401856,LC,
Tontelea emarginata,A.C.Sm.,5580005,1725258,LC,
Tontelea mauritioides,(A.C.Sm.) A.C.Sm.,5579900,1494877,LC,
Tontelea passiflora,(Vell.) Lombardi,7946419,1494882,LC,
Toulicia guianensis,Aubl.,3786342,1403476,LC,
Toulicia petiolulata,Radlk.,3786306,1686553,,
Toulicia pulvinata,Radlk.,3786299,1686554,LC,
Toulicia reticulata,Radlk.,3786285,1686555,LC,
Touroulia guianensis,Aubl.,3986501,1403229,LC,
Tovomita amazonica,Poepp. & Endl. ex Walp.,3711883,1496589,LC,
Tovomita caloneura,A.C.Sm.,3711779,1733185,LC,
Tovomita calophyllophylla,García-Villacorta & Hammel,3711775,1496593,VU,
Tovomita choisyana,Planch. & Triana,3711736,1401209,LC,
Tovomita fanshawei,Maguire,3711625,1496602,DD,
Tovomita foldatsii,Cuello,8923138,1496603,LC,
Tovomita fructipendula,(Ruiz & Pav.) Cambess.,3711570,1725213,LC,
Tovomita gracilipes,Planch. & Triana,3711480,1407190,LC,
Tovomita grata,Sandwith,3711451,1403851,LC,
Tovomita hopkinsii,Bittrich & L.Marinho,8875594,1735576,DD,
Tovomita laurina,Planch. & Triana,3711362,1496607,LC,
Tovomita macrophylla,(Poepp.) Walp.,8270408,1496609,LC,
Tovomita mangle,G.Mariz,3711248,1733180,LC,
Tovomita schomburgkii,Planch. & Triana,3710989,1404957,LC,
Tovomita secunda,Poepp. ex Planch. & Triana,3710978,1401210,LC,
Tovomita speciosa,Ducke,3710957,1496620,LC,
Tovomita spruceana,Planch. & Triana,7329875,1406256,LC,
Tovomita stergiosii,Cuello,3710908,1496621,LC,
Tovomita tenuiflora,Benth. ex Planch. & Triana,3710881,1496623,DD,
Tovomita umbellata,Benth.,3710848,1406029,LC,
Tovomita volkeri,L.Marinho,9178018,1735592,LC,
Trattinnickia boliviana,(Swart) Daly,3992670,1400373,LC,
Trattinnickia burserifolia,Mart.,7286746,1407710,LC,
Trattinnickia dalyana,M.F.F.Melo & J.U.Santos,11732534,1841505,,
Trattinnickia glaziovii,Swart,3992504,1403883,LC,
Trattinnickia lancifolia,(Cuatrec.) Daly,3992462,1725214,LC,
Trattinnickia peruviana,Loes.,3994303,1486265,LC,
Trattinnickia rhoifolia,Willd.,7286794,1407714,LC,
Trattinnickia zickeliana,M.F.F.Melo & Daly,11509798,1841504,,
Trema micranthum,(L.) Blume,2984501,1725526,LC,Florida trema; Jamaican Nettletree; Capulin; Jamaican nettle tree
Trichilia areolata,T.D.Penn.,3851966,1733517,VU,
Trichilia cipo,(A.Juss.) C.DC.,3851379,1402312,LC,
Trichilia euneura,C.DC.,3850854,1402313,LC,
Trichilia lecointei,Ducke,3849831,1600809,LR/cd,
Trichilia martiana,C.DC.,3849592,1402314,LC,
Trichilia mazanensis,J.F.Macbr.,3852959,1600812,LC,
Trichilia micrantha,Benth.,3852930,1402316,LC,
Trichilia micropetala,T.D.Penn.,3852893,1402317,VU,
Trichilia pallida,Sw.,3190491,1402318,LC,Gaita
Trichilia pleeana,(A.Juss.) C.DC.,3852019,1404979,LC,
Trichilia poeppigii,C.DC.,7271459,1725510,LC,
Trichilia rubra,C.DC.,3851449,1405158,LC,
Trichilia schomburgkii,C.DC.,7271374,1402320,LC,
Trichilia septentrionalis,C.DC.,3851153,1402321,LC,
Trichilia singularis,C.DC.,7271364,1600831,LC,
Trichilia solitudinis,Harms,3850994,1600832,VU,
Trichostigma octandrum,(L.) H.Walter,5383980,1410114,LC,Hoopvine; White Hoop; Basket wiss; Basket withe; Black basket wyth; Hoop wiss; Hoop withe; Small wiss
Trigynaea duckei,(R.E.Fr.) R.E.Fr.,9181920,1407064,LC,
Triphasia trifolia,(Burm.f.) P.Wilson,3190406,1407361,,Limeberry; Sweet lime; Orange berry; Trifoliate limeberry; Moth Lemon; Myrtle Lemon; Sweet Lemon; Wild Lime; Demon de China; Limon-China; Limoncito; Triphasia; Trifoliate lime berry; Chinese lime
Triplaris americana,L.,4038608,1658699,LC,Ant-tree; Triplaris
Triplaris weigeltiana,(Rchb.) Kuntze,4037419,1403205,LC,Long jack; Long john; Mulato tree; Antwood
Trischidium alternum,(Benth.) H.E.Ireland,3975624,1726019,,
Triumfetta lappula,L.,3152066,1406216,LC,Burbark; Grandcousin; Wild Maho; Apetalous burr bush
Uleanthus erythrinoides,Harms,2964762,1587721,,
Unonopsis duckei,R.E.Fr.,3157767,1733221,LC,
Unonopsis guatterioides,(A.DC.) R.E.Fr.,3157798,1401644,LC,
Unonopsis rufescens,(Baill.) R.E.Fr.,3157785,1401664,LC,
Unonopsis stipitata,Diels,3157780,1401669,LC,
Urera caracasana,(Jacq.) Gaudich. ex Griseb.,2984335,1695667,LC,Flameberry; Nettle tree
Vantanea deniseae,W.A.Rodrigues,3649044,1733263,LC,
Vantanea guianensis,Aubl.,3649222,1401869,LC,
Vantanea macrocarpa,Ducke,3649207,1554823,LC,
Vantanea micrantha,Ducke,3649176,1554825,VU,
Vantanea paraensis,Ducke,3649073,1554830,LC,
Vantanea parviflora,Lam.,7320149,1401870,LC,
Varronia polycephala,Lam.,4059364,1410238,LC,Black-Sage
Vatairea guianensis,Aubl.,2965124,1402888,LC,
Vatairea macrocarpa,(Benth.) Ducke,2965132,1587787,LC,
Vatairea paraensis,Ducke,2965115,1405091,LC,
Vatairea sericea,(Ducke) Ducke,2965118,1587788,,
Vataireopsis iglesiasii,Ducke,2965593,1587790,,
Vataireopsis speciosa,Ducke,2965589,1407124,LC,
Vernonanthura patens,(Kunth) H.Rob.,3124739,1405474,LC,
Virola caducifolia,W.A.Rodrigues,3743600,1725274,LC,
Virola calophylla,(Spruce) Warb.,3152847,1602601,LC,Virola
Virola carinata,(Spruce ex Benth.) Warb.,7333680,1602603,LC,
Virola coelhoi,W.A.Rodrigues,3743540,1733237,LC,
Virola duckei,A.C.Sm.,3743458,1602608,LC,
Virola elongata,(Benth.) Warb.,7171876,1402501,LC,Sacred virola
Virola flexuosa,A.C.Sm.,3743391,1725281,LC,
Virola guggenheimii,W.A.Rodrigues,3743314,1602612,,
Virola marleneae,W.A.Rodrigues,8350702,1725280,LC,
Virola michelii,Heckel,8276084,1402502,LC,
Virola minutiflora,Ducke,3743096,1602618,,
Virola multicostata,Ducke,3743053,1402503,NT,
Virola obovata,Ducke,3742984,1602622,LC,
Virola pavonis,(A.DC.) A.C.Sm.,3744236,1602625,LC,
Virola polyneura,W.A.Rodrigues,3744201,1602627,,
Virola sebifera,Aubl.,3152846,1402504,LC,Red ucuuba; Virola-nut; Virola
Virola surinamensis,(Rol. ex Rottb.) Warb.,3152848,1419531,LC,Ucahuba-nut; White ucuba; Baboonwood; Babun-udu; Wild nutmeg
Virola urbaniana,Warb.,3744053,1602635,VU,
Virola venosa,(Benth.) Warb.,7333745,1402506,LC,
